	scenario_title	search_nums	image_path	target_price_buyer	target_price_seller	description_buyer	description_seller
1360	Designer Arm Chairs Moooi Bottoni	86200	furniture/6145362210_0.jpg	552	600	"Like new mint condition Total of 4 available 15"" seat height"	"Like new mint condition Total of 4 available 15"" seat height Sits on 7"" chrome legs Located in Vallejo High end quality designer lounge chairs Netherlands Moooi chairs modern Scandinavian"
1350	Designer Arm Chairs Moooi Bottoni	86200	furniture/6145362210_0.jpg	360	600	"Like new mint condition Total of 4 available 15"" seat height"	"Like new mint condition Total of 4 available 15"" seat height Sits on 7"" chrome legs Located in Vallejo High end quality designer lounge chairs Netherlands Moooi chairs modern Scandinavian"
1487	Designer Arm Chairs Moooi Bottoni	86200	furniture/6145362210_0.jpg	300	600	"Like new mint condition Total of 4 available 15"" seat height"	"Like new mint condition Total of 4 available 15"" seat height Sits on 7"" chrome legs Located in Vallejo High end quality designer lounge chairs Netherlands Moooi chairs modern Scandinavian"
1325	Designer Arm Chairs Moooi Bottoni	86200	furniture/6145362210_0.jpg	456	600	"Like new mint condition Total of 4 available 15"" seat height"	"Like new mint condition Total of 4 available 15"" seat height Sits on 7"" chrome legs Located in Vallejo High end quality designer lounge chairs Netherlands Moooi chairs modern Scandinavian"
1486	Designer Arm Chairs Moooi Bottoni	86200	furniture/6145362210_0.jpg	420	600	"Like new mint condition Total of 4 available 15"" seat height"	"Like new mint condition Total of 4 available 15"" seat height Sits on 7"" chrome legs Located in Vallejo High end quality designer lounge chairs Netherlands Moooi chairs modern Scandinavian"
565	IKEA Sultan Holmsta Full Mattress	85300		125	250	Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently	"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently to cradle your body and help relieve pressure points, while keeping your spine properly aligned. ? The pocket springs are individually wrapped to ? Lyocell, a natural fiber, helps regulate body ? Thickness: 12?"""
604	IKEA Sultan Holmsta Full Mattress	85300		225	250	Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently	"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently to cradle your body and help relieve pressure points, while keeping your spine properly aligned. ? The pocket springs are individually wrapped to ? Lyocell, a natural fiber, helps regulate body ? Thickness: 12?"""
663	IKEA Sultan Holmsta Full Mattress	85300		125	250	Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently	"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently to cradle your body and help relieve pressure points, while keeping your spine properly aligned. ? The pocket springs are individually wrapped to ? Lyocell, a natural fiber, helps regulate body ? Thickness: 12?"""
612	IKEA Sultan Holmsta Full Mattress	85300		175	250	Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently	"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently to cradle your body and help relieve pressure points, while keeping your spine properly aligned. ? The pocket springs are individually wrapped to ? Lyocell, a natural fiber, helps regulate body ? Thickness: 12?"""
630	IKEA Sultan Holmsta Full Mattress	85300		125	250	Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently	"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. ? Active pocket springs respond independently to cradle your body and help relieve pressure points, while keeping your spine properly aligned. ? The pocket springs are individually wrapped to ? Lyocell, a natural fiber, helps regulate body ? Thickness: 12?"""
1136	Ikea Beddinge Sleeper Sofa Futon Frame - Delivery Avail	83100	furniture/6136067026_0.jpg	36	40	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks!	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks! Btw, I may have a futon pad to sell also, not the Ikea one that comes with it but a nice thick standard futon pad, white...if interested,  just let me know.  Thanks!
1119	Ikea Beddinge Sleeper Sofa Futon Frame - Delivery Avail	83100	furniture/6136067026_0.jpg	36	40	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks!	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks! Btw, I may have a futon pad to sell also, not the Ikea one that comes with it but a nice thick standard futon pad, white...if interested,  just let me know.  Thanks!
924	Ikea Beddinge Sleeper Sofa Futon Frame - Delivery Avail	83100	furniture/6136067026_0.jpg	20	40	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks!	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks! Btw, I may have a futon pad to sell also, not the Ikea one that comes with it but a nice thick standard futon pad, white...if interested,  just let me know.  Thanks!
1034	Ikea Beddinge Sleeper Sofa Futon Frame - Delivery Avail	83100	furniture/6136067026_0.jpg	28	40	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks!	Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks! Btw, I may have a futon pad to sell also, not the Ikea one that comes with it but a nice thick standard futon pad, white...if interested,  just let me know.  Thanks!
277	NEW IN BOX CADO Wall Unit TV/Stereo Shelf	75300	furniture/6133358365_0.jpg	133	175	NOS never taken out of the box, New new new Media shelf	NOS never taken out of the box, New new new Media shelf All parts are there Danish Modern, Denmark, MCM, Mid Century, Mid-Century, Mod, Retro, Scandinavian, Vintage, 1950's, 1960's, 1970's, 50's, 60's, Charles & Ray Eames, Dux, Edward Wormley, Eero Saarinen, Eichler, Finn Juhl, Florence Knoll, George Nelson, George Mulhauser, Hans Wegner, Harry Bertoia, Herman Miller, Ib Kofod Larsen, Ilmari Tapiovaara, Isamu Noguchi, Jens Risom, Kay Bojesen, Lagardo Tackett, Maurice Burke, Marimekko, Milo Baughman, Paul McCobb, Pierre Paulin, Poul Kjaerholm, Russel Wright, Shelby Williams, Tapio Wirkkala, Tibergaard Nielsen, Verner Panton, Warren Platner. American of Martinsville, Artek, Artifort, Bassett, Bensen, Broyhill, Domino Mobler, DWR, Emeco, Flos, Foscarini, Fritz, Hansen, Heywood Wakefield, Hive, Kartell, Kimball, Kroeher, Lane, Mainline, Montis, Moroso, Overman,Stanley, Thonet, Vitra
94	NEW IN BOX CADO Wall Unit TV/Stereo Shelf	75300	furniture/6133358365_0.jpg	105	175	NOS never taken out of the box, New new new Media shelf	NOS never taken out of the box, New new new Media shelf All parts are there Danish Modern, Denmark, MCM, Mid Century, Mid-Century, Mod, Retro, Scandinavian, Vintage, 1950's, 1960's, 1970's, 50's, 60's, Charles & Ray Eames, Dux, Edward Wormley, Eero Saarinen, Eichler, Finn Juhl, Florence Knoll, George Nelson, George Mulhauser, Hans Wegner, Harry Bertoia, Herman Miller, Ib Kofod Larsen, Ilmari Tapiovaara, Isamu Noguchi, Jens Risom, Kay Bojesen, Lagardo Tackett, Maurice Burke, Marimekko, Milo Baughman, Paul McCobb, Pierre Paulin, Poul Kjaerholm, Russel Wright, Shelby Williams, Tapio Wirkkala, Tibergaard Nielsen, Verner Panton, Warren Platner. American of Martinsville, Artek, Artifort, Bassett, Bensen, Broyhill, Domino Mobler, DWR, Emeco, Flos, Foscarini, Fritz, Hansen, Heywood Wakefield, Hive, Kartell, Kimball, Kroeher, Lane, Mainline, Montis, Moroso, Overman,Stanley, Thonet, Vitra
276	Heywwod Wakefield Maple Desk Vintage 1940's	55500	furniture/6120169949_0.jpg	36	60	Vintage Heywood Wakefield desk  made of solid maple in good condition.  All drawers slide in and out easily, solid construction, would look beautiful in chalk paint.  Desk measures 4 feet long by  30 inches tall and is 20 inches deep. Also comes with mismatched desk chair.  Email if interested, located in Fairfield.	Vintage Heywood Wakefield desk  made of solid maple in good condition.  All drawers slide in and out easily, solid construction, would look beautiful in chalk paint.  Desk measures 4 feet long by  30 inches tall and is 20 inches deep. Also comes with mismatched desk chair.  Email if interested, located in Fairfield.
155	Ikea PAX Wardrobe, white, Hasvik white sliding doors	54200	furniture/6137323838_0.jpg	270	450	Wardrobe, white, Hasvik white, 78 3/4x26x93 1/8	Wardrobe, white, Hasvik white, 78 3/4x26x93 1/8 Buyer pick up is required wardrobe is located In one story house with easy access.
191	Ikea PAX Wardrobe, white, Hasvik white sliding doors	54200	furniture/6137323838_0.jpg	414	450	Wardrobe, white, Hasvik white, 78 3/4x26x93 1/8	Wardrobe, white, Hasvik white, 78 3/4x26x93 1/8 Buyer pick up is required wardrobe is located In one story house with easy access.
1642	Ikea corner sofa bed (Manstad, similar to Holmsund)	48900	furniture/6136104725_0.jpg	105	150	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies."	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies. Overall the sofa is in a good shape, no pets/smokers in the household. There is a bit of fading of fabrics (clearly visible on picture where it is converted into a bed) otherwise fabrics is in a good shape. Note the orientation of the corner, I believe it cannot be changed. Cash only. It disassembles into three pieces, plus three pillows. I am happy to disassemble it for you and help to carry it to your car.  Also, I can deliver within 5 mile radius for an extra 50$."
1648	Ikea corner sofa bed (Manstad, similar to Holmsund)	48900	furniture/6136104725_0.jpg	75	150	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies."	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies. Overall the sofa is in a good shape, no pets/smokers in the household. There is a bit of fading of fabrics (clearly visible on picture where it is converted into a bed) otherwise fabrics is in a good shape. Note the orientation of the corner, I believe it cannot be changed. Cash only. It disassembles into three pieces, plus three pillows. I am happy to disassemble it for you and help to carry it to your car.  Also, I can deliver within 5 mile radius for an extra 50$."
1652	Ikea corner sofa bed (Manstad, similar to Holmsund)	48900	furniture/6136104725_0.jpg	135	150	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies."	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies. Overall the sofa is in a good shape, no pets/smokers in the household. There is a bit of fading of fabrics (clearly visible on picture where it is converted into a bed) otherwise fabrics is in a good shape. Note the orientation of the corner, I believe it cannot be changed. Cash only. It disassembles into three pieces, plus three pillows. I am happy to disassemble it for you and help to carry it to your car.  Also, I can deliver within 5 mile radius for an extra 50$."
1643	Ikea corner sofa bed (Manstad, similar to Holmsund)	48900	furniture/6136104725_0.jpg	135	150	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies."	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies. Overall the sofa is in a good shape, no pets/smokers in the household. There is a bit of fading of fabrics (clearly visible on picture where it is converted into a bed) otherwise fabrics is in a good shape. Note the orientation of the corner, I believe it cannot be changed. Cash only. It disassembles into three pieces, plus three pillows. I am happy to disassemble it for you and help to carry it to your car.  Also, I can deliver within 5 mile radius for an extra 50$."
1645	Ikea corner sofa bed (Manstad, similar to Holmsund)	48900	furniture/6136104725_0.jpg	135	150	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies."	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies. Overall the sofa is in a good shape, no pets/smokers in the household. There is a bit of fading of fabrics (clearly visible on picture where it is converted into a bed) otherwise fabrics is in a good shape. Note the orientation of the corner, I believe it cannot be changed. Cash only. It disassembles into three pieces, plus three pillows. I am happy to disassemble it for you and help to carry it to your car.  Also, I can deliver within 5 mile radius for an extra 50$."
1644	Ikea corner sofa bed (Manstad, similar to Holmsund)	48900	furniture/6136104725_0.jpg	75	150	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies."	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies. Overall the sofa is in a good shape, no pets/smokers in the household. There is a bit of fading of fabrics (clearly visible on picture where it is converted into a bed) otherwise fabrics is in a good shape. Note the orientation of the corner, I believe it cannot be changed. Cash only. It disassembles into three pieces, plus three pillows. I am happy to disassemble it for you and help to carry it to your car.  Also, I can deliver within 5 mile radius for an extra 50$."
1650	Ikea corner sofa bed (Manstad, similar to Holmsund)	48900	furniture/6136104725_0.jpg	75	150	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies."	"For sale is a big ikea sleeper sofa, similar to this one http://www.ikea.com/us/en/catalog/products/S99150750/. Dimensions are 28.75""H x 94.5""W x 35.5""D Seat & Bed height 17.75''. It converts into about a queen-sized bed. It also has a very convenient storage place where we keep bedding supplies. Overall the sofa is in a good shape, no pets/smokers in the household. There is a bit of fading of fabrics (clearly visible on picture where it is converted into a bed) otherwise fabrics is in a good shape. Note the orientation of the corner, I believe it cannot be changed. Cash only. It disassembles into three pieces, plus three pillows. I am happy to disassemble it for you and help to carry it to your car.  Also, I can deliver within 5 mile radius for an extra 50$."
1647	Lacquered Haverhill Occasional Chair	44400	furniture/6133642607_0.jpg	210	300	IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately	"IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately Avoid using chemical cleaners Levelers are not included This piece is intended for indoor use No assembly required Imported. Seat: 18.5""H, 21""D 7"" under seat clearance Arms: 24.5""H, 2.75"" thick Interior seat width: 22.75"""
1646	Lacquered Haverhill Occasional Chair	44400	furniture/6133642607_0.jpg	210	300	IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately	"IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately Avoid using chemical cleaners Levelers are not included This piece is intended for indoor use No assembly required Imported. Seat: 18.5""H, 21""D 7"" under seat clearance Arms: 24.5""H, 2.75"" thick Interior seat width: 22.75"""
1639	Lacquered Haverhill Occasional Chair	44400	furniture/6133642607_0.jpg	150	300	IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately	"IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately Avoid using chemical cleaners Levelers are not included This piece is intended for indoor use No assembly required Imported. Seat: 18.5""H, 21""D 7"" under seat clearance Arms: 24.5""H, 2.75"" thick Interior seat width: 22.75"""
1649	Lacquered Haverhill Occasional Chair	44400	furniture/6133642607_0.jpg	210	300	IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately	"IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately Avoid using chemical cleaners Levelers are not included This piece is intended for indoor use No assembly required Imported. Seat: 18.5""H, 21""D 7"" under seat clearance Arms: 24.5""H, 2.75"" thick Interior seat width: 22.75"""
1651	Lacquered Haverhill Occasional Chair	44400	furniture/6133642607_0.jpg	270	300	IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately	"IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately Avoid using chemical cleaners Levelers are not included This piece is intended for indoor use No assembly required Imported. Seat: 18.5""H, 21""D 7"" under seat clearance Arms: 24.5""H, 2.75"" thick Interior seat width: 22.75"""
1641	Lacquered Haverhill Occasional Chair	44400	furniture/6133642607_0.jpg	210	300	IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately	"IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately Avoid using chemical cleaners Levelers are not included This piece is intended for indoor use No assembly required Imported. Seat: 18.5""H, 21""D 7"" under seat clearance Arms: 24.5""H, 2.75"" thick Interior seat width: 22.75"""
1640	Lacquered Haverhill Occasional Chair	44400	furniture/6133642607_0.jpg	270	300	IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately	"IF YOU SEE THIS POST= STILL AVAILABLE Linen-upholstered, removable back and seat cushions; foam and fiber fill Birch frame; glossy lacquered finish Brass accents Upholstery should be professionally cleaned; cleaning code W Frame is sealed with clear lacquer for easy cleaning; it protects against moisture, but should be maintained Dust using a soft cloth To clean, wipe gently with a warm, damp cloth; dry immediately Avoid using chemical cleaners Levelers are not included This piece is intended for indoor use No assembly required Imported. Seat: 18.5""H, 21""D 7"" under seat clearance Arms: 24.5""H, 2.75"" thick Interior seat width: 22.75"""
377	Nursery Rocker Rocking Chair, Gray - Baby Relax Tinsley	40100	furniture/6130159150_0.jpg	119	199	Baby Relax Tinsley Nursery Rocker Chair, Gray - Upholstered nursery glider chair, plush and super comfortable with lots of room for you and sleepy baby - Snuggle for hours! baby soft, easy-to-clean microfiber glider chair - Nursery room friendly, unisex, non-gender specific colors available	Baby Relax Tinsley Nursery Rocker Chair, Gray - Upholstered nursery glider chair, plush and super comfortable with lots of room for you and sleepy baby - Snuggle for hours! baby soft, easy-to-clean microfiber glider chair - Nursery room friendly, unisex, non-gender specific colors available - Glider chair has thickly padded seat cushions and lumbar support - 29.5 x 35.2 x 36 inches Condition: Excellent. Purchased 6 months ago. Moving, and no longer needed. Pick up required.
227	Nursery Rocker Rocking Chair, Gray - Baby Relax Tinsley	40100	furniture/6130159150_0.jpg	183	199	Baby Relax Tinsley Nursery Rocker Chair, Gray - Upholstered nursery glider chair, plush and super comfortable with lots of room for you and sleepy baby - Snuggle for hours! baby soft, easy-to-clean microfiber glider chair - Nursery room friendly, unisex, non-gender specific colors available	Baby Relax Tinsley Nursery Rocker Chair, Gray - Upholstered nursery glider chair, plush and super comfortable with lots of room for you and sleepy baby - Snuggle for hours! baby soft, easy-to-clean microfiber glider chair - Nursery room friendly, unisex, non-gender specific colors available - Glider chair has thickly padded seat cushions and lumbar support - 29.5 x 35.2 x 36 inches Condition: Excellent. Purchased 6 months ago. Moving, and no longer needed. Pick up required.
164	Luxo Chrome Articulating Drafting Lamp	39200	furniture/6136660281_0.jpg	45	75	In excellent vintage condition and working order Selling as shown with no weighted base or desk clamp	In excellent vintage condition and working order Selling as shown with no weighted base or desk clamp Located in Vallejo mid century Danish modern
166	Luxo Chrome Articulating Drafting Lamp	39200	furniture/6136660281_0.jpg	69	75	In excellent vintage condition and working order Selling as shown with no weighted base or desk clamp	In excellent vintage condition and working order Selling as shown with no weighted base or desk clamp Located in Vallejo mid century Danish modern
253	Luxo Chrome Articulating Drafting Lamp	39200	furniture/6136660281_0.jpg	57	75	In excellent vintage condition and working order Selling as shown with no weighted base or desk clamp	In excellent vintage condition and working order Selling as shown with no weighted base or desk clamp Located in Vallejo mid century Danish modern
41	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design	31900	furniture/6119912013_0.jpg	138	150	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h.	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h. We used this beautiful ottoman with our Monte Luca recliner for a short period of time. The cover is the heavy stitched fabric with a limited edition design. We barely used it before the rocker got moved and the room turned into a playroom! Now it is just sitting in the corner not being used. It is not even broken in yet. Great addition to brighten up your nursery. Please leave your name and number with your response. Thanks!
154	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design	31900	furniture/6119912013_0.jpg	114	150	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h.	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h. We used this beautiful ottoman with our Monte Luca recliner for a short period of time. The cover is the heavy stitched fabric with a limited edition design. We barely used it before the rocker got moved and the room turned into a playroom! Now it is just sitting in the corner not being used. It is not even broken in yet. Great addition to brighten up your nursery. Please leave your name and number with your response. Thanks!
307	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design	31900	furniture/6119912013_0.jpg	114	150	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h.	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h. We used this beautiful ottoman with our Monte Luca recliner for a short period of time. The cover is the heavy stitched fabric with a limited edition design. We barely used it before the rocker got moved and the room turned into a playroom! Now it is just sitting in the corner not being used. It is not even broken in yet. Great addition to brighten up your nursery. Please leave your name and number with your response. Thanks!
7	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design	31900	furniture/6119912013_0.jpg	114	150	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h.	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h. We used this beautiful ottoman with our Monte Luca recliner for a short period of time. The cover is the heavy stitched fabric with a limited edition design. We barely used it before the rocker got moved and the room turned into a playroom! Now it is just sitting in the corner not being used. It is not even broken in yet. Great addition to brighten up your nursery. Please leave your name and number with your response. Thanks!
175	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design	31900	furniture/6119912013_0.jpg	138	150	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h.	Howard Elliott Collection Puff Scroll Ottoman Ltd Ed Design Scroll Puff Ottoman: 24w x 24d x 18h. We used this beautiful ottoman with our Monte Luca recliner for a short period of time. The cover is the heavy stitched fabric with a limited edition design. We barely used it before the rocker got moved and the room turned into a playroom! Now it is just sitting in the corner not being used. It is not even broken in yet. Great addition to brighten up your nursery. Please leave your name and number with your response. Thanks!
